title,token,pos,entity
Hadits Abu Daud Nomor 8,Rasulullah,PROPN,B-PER
Hadits Abu Daud Nomor 8,shallallahu,PROPN,I-PER
Hadits Abu Daud Nomor 8,',PUNCT,I-PER
Hadits Abu Daud Nomor 8,alaihi,PROPN,I-PER
Hadits Abu Daud Nomor 8,wasallam,PROPN,I-PER
Hadits Abu Daud Nomor 8,beliau,PRON,O
Hadits Abu Daud Nomor 8,bersabda,VERB,O
Hadits Abu Daud Nomor 8,Apabila,ADV,O
Hadits Abu Daud Nomor 8,kalian,NOUN,O
Hadits Abu Daud Nomor 8,mendatangi,VERB,O
Hadits Abu Daud Nomor 8,tempat,NOUN,O
Hadits Abu Daud Nomor 8,buang,NOUN,O
Hadits Abu Daud Nomor 8,hajat,NOUN,O
Hadits Abu Daud Nomor 8,maka,CONJ,O
Hadits Abu Daud Nomor 8,janganlah,NOUN,O
Hadits Abu Daud Nomor 8,kalian,NOUN,O
Hadits Abu Daud Nomor 8,menghadap,VERB,O
Hadits Abu Daud Nomor 8,kiblat,NOUN,O
Hadits Abu Daud Nomor 8,pada,ADP,O
Hadits Abu Daud Nomor 8,saat,NOUN,O
Hadits Abu Daud Nomor 8,buang,NOUN,O
Hadits Abu Daud Nomor 8,air,NOUN,O
Hadits Abu Daud Nomor 8,besar,ADJ,O
Hadits Abu Daud Nomor 8,dan,CONJ,O
Hadits Abu Daud Nomor 8,buang,NOUN,O
Hadits Abu Daud Nomor 8,air,NOUN,O
Hadits Abu Daud Nomor 8,kecil,ADJ,O
Hadits Abu Daud Nomor 8,akan,ADV,O
Hadits Abu Daud Nomor 8,tetapi,CONJ,O
Hadits Abu Daud Nomor 8,menghadaplah,VERB,O
Hadits Abu Daud Nomor 8,ke,ADP,O
Hadits Abu Daud Nomor 8,timur,NOUN,O
Hadits Abu Daud Nomor 8,atau,CONJ,O
Hadits Abu Daud Nomor 8,ke,ADP,O
Hadits Abu Daud Nomor 8,barat,NOUN,O
Hadits Abu Daud Nomor 8,Lalu,ADV,O
Hadits Abu Daud Nomor 8,kami,PRON,O
Hadits Abu Daud Nomor 8,datang,VERB,O
Hadits Abu Daud Nomor 8,ke,ADP,O
Hadits Abu Daud Nomor 8,Syam,PROPN,B-LOC
Hadits Abu Daud Nomor 8,ternyata,ADV,O
Hadits Abu Daud Nomor 8,kami,PRON,O
Hadits Abu Daud Nomor 8,dapati,VERB,O
Hadits Abu Daud Nomor 8,tempat,NOUN,O
Hadits Abu Daud Nomor 8,-,PUNCT,O
Hadits Abu Daud Nomor 8,tempat,NOUN,O
Hadits Abu Daud Nomor 8,buang,NOUN,O
Hadits Abu Daud Nomor 8,hajat,NOUN,O
Hadits Abu Daud Nomor 8,telah,ADV,O
Hadits Abu Daud Nomor 8,dibangun,VERB,O
Hadits Abu Daud Nomor 8,menghadap,VERB,O
Hadits Abu Daud Nomor 8,kiblat,NOUN,O
Hadits Abu Daud Nomor 8,maka,CONJ,O
Hadits Abu Daud Nomor 8,kami,PRON,O
Hadits Abu Daud Nomor 8,berpaling,VERB,O
Hadits Abu Daud Nomor 8,darinya,NOUN,O
Hadits Abu Daud Nomor 8,dan,CONJ,O
Hadits Abu Daud Nomor 8,memohon,VERB,O
Hadits Abu Daud Nomor 8,ampun,NOUN,O
Hadits Abu Daud Nomor 8,kepada,ADP,O
Hadits Abu Daud Nomor 8,Allah,PROPN,O
Hadits Abu Daud Nomor 9,Telah,ADV,O
Hadits Abu Daud Nomor 9,menceritakan,VERB,O
Hadits Abu Daud Nomor 9,kepada,ADP,O
Hadits Abu Daud Nomor 9,kami,PRON,O
Hadits Abu Daud Nomor 9,Musa,PROPN,B-PER
Hadits Abu Daud Nomor 9,bin,PROPN,I-PER
Hadits Abu Daud Nomor 9,Isma'il,PROPN,I-PER
Hadits Abu Daud Nomor 9,telah,ADV,O
Hadits Abu Daud Nomor 9,menceritakan,VERB,O
Hadits Abu Daud Nomor 9,kepada,ADP,O
Hadits Abu Daud Nomor 9,kami,PRON,O
Hadits Abu Daud Nomor 9,Wuhaib,PROPN,B-PER
Hadits Abu Daud Nomor 9,telah,ADV,O
Hadits Abu Daud Nomor 9,menceritakan,VERB,O
Hadits Abu Daud Nomor 9,kepada,ADP,O
Hadits Abu Daud Nomor 9,kami,PRON,O
Hadits Abu Daud Nomor 9,',PUNCT,B-PER
Hadits Abu Daud Nomor 9,Amru,PROPN,I-PER
Hadits Abu Daud Nomor 9,bin,PROPN,I-PER
Hadits Abu Daud Nomor 9,Yahya,PROPN,I-PER
Hadits Abu Daud Nomor 9,dari,ADP,O
Hadits Abu Daud Nomor 9,Abu,PROPN,B-PER
Hadits Abu Daud Nomor 9,Zaid,PROPN,I-PER
Hadits Abu Daud Nomor 9,dari,ADP,O
Hadits Abu Daud Nomor 9,Abu,PROPN,B-PER
Hadits Abu Daud Nomor 9,Ma'qil,PROPN,I-PER
Hadits Abu Daud Nomor 9,Al,PROPN,I-PER
Hadits Abu Daud Nomor 9,Asadi,PROPN,I-PER
Hadits Abu Daud Nomor 9,dia,PRON,O
Hadits Abu Daud Nomor 9,berkata,VERB,O
Hadits Abu Daud Nomor 9,Rasulullah,PROPN,B-PER
Hadits Abu Daud Nomor 9,shallallahu,PROPN,I-PER
Hadits Abu Daud Nomor 9,',PUNCT,I-PER
Hadits Abu Daud Nomor 9,alaihi,PROPN,I-PER
Hadits Abu Daud Nomor 9,wasallam,PROPN,I-PER
Hadits Abu Daud Nomor 9,melarang,VERB,O
Hadits Abu Daud Nomor 9,kita,PRON,O
Hadits Abu Daud Nomor 9,menghadap,VERB,O
Hadits Abu Daud Nomor 9,dua,NUM,O
Hadits Abu Daud Nomor 9,kiblat,NOUN,O
Hadits Abu Daud Nomor 9,Makkah,PROPN,B-LOC
Hadits Abu Daud Nomor 9,dan,CONJ,O
Hadits Abu Daud Nomor 9,Baitul,PROPN,B-LOC
Hadits Abu Daud Nomor 9,Maqdis,PROPN,I-LOC
Hadits Abu Daud Nomor 9,pada,ADP,O
Hadits Abu Daud Nomor 9,saat,NOUN,O
Hadits Abu Daud Nomor 9,buang,NOUN,O
Hadits Abu Daud Nomor 9,air,NOUN,O
Hadits Abu Daud Nomor 9,besar,ADJ,O
Hadits Abu Daud Nomor 9,atau,CONJ,O
Hadits Abu Daud Nomor 9,buang,NOUN,O
Hadits Abu Daud Nomor 9,air,NOUN,O
Hadits Abu Daud Nomor 9,kecil,ADJ,O
Hadits Abu Daud Nomor 9,Abu,PROPN,B-PER
Hadits Abu Daud Nomor 9,Dawud,PROPN,I-PER
Hadits Abu Daud Nomor 9,mengatakan,VERB,O
Hadits Abu Daud Nomor 9,Abu,PROPN,B-PER
Hadits Abu Daud Nomor 9,Zaid,PROPN,I-PER
Hadits Abu Daud Nomor 9,adalah,VERB,O
Hadits Abu Daud Nomor 9,mantan,NOUN,O
Hadits Abu Daud Nomor 9,sahaya,PROPN,O
Hadits Abu Daud Nomor 9,Bani,PROPN,O
Hadits Abu Daud Nomor 9,Tsa'labah,PROPN,O
Hadits Abu Daud Nomor 10,Telah,ADV,O
Hadits Abu Daud Nomor 10,menceritakan,VERB,O
Hadits Abu Daud Nomor 10,kepada,ADP,O
Hadits Abu Daud Nomor 10,kami,PRON,O
Hadits Abu Daud Nomor 10,Muhammad,PROPN,B-PER
Hadits Abu Daud Nomor 10,bin,PROPN,I-PER
Hadits Abu Daud Nomor 10,Yahya,PROPN,I-PER
Hadits Abu Daud Nomor 10,bin,PROPN,I-PER
Hadits Abu Daud Nomor 10,Faris,PROPN,I-PER
Hadits Abu Daud Nomor 10,telah,ADV,O
Hadits Abu Daud Nomor 10,menceritakan,VERB,O
Hadits Abu Daud Nomor 10,kepada,ADP,O
Hadits Abu Daud Nomor 10,kami,PRON,O
Hadits Abu Daud Nomor 10,Shafwan,PROPN,B-PER
Hadits Abu Daud Nomor 10,bin,PROPN,I-PER
Hadits Abu Daud Nomor 10,Isa,PROPN,I-PER
Hadits Abu Daud Nomor 10,dari,ADP,O
Hadits Abu Daud Nomor 10,Al,PROPN,B-PER
Hadits Abu Daud Nomor 10,Hasan,PROPN,I-PER
Hadits Abu Daud Nomor 10,bin,PROPN,I-PER
Hadits Abu Daud Nomor 10,Dzakwan,PROPN,I-PER
Hadits Abu Daud Nomor 10,dari,ADP,O
Hadits Abu Daud Nomor 10,Marwan,PROPN,B-PER
Hadits Abu Daud Nomor 10,Al,PROPN,I-PER
Hadits Abu Daud Nomor 10,Ashfar,PROPN,I-PER
Hadits Abu Daud Nomor 10,dia,PRON,O
Hadits Abu Daud Nomor 10,berkata,VERB,O
Hadits Abu Daud Nomor 10,Saya,PRON,O
Hadits Abu Daud Nomor 10,pernah,ADV,O
Hadits Abu Daud Nomor 10,melihat,VERB,O
Hadits Abu Daud Nomor 10,Ibnu,PROPN,B-PER
Hadits Abu Daud Nomor 10,Umar,PROPN,I-PER
Hadits Abu Daud Nomor 10,menderumkan,PROPN,O
Hadits Abu Daud Nomor 10,untanya,PROPN,O
Hadits Abu Daud Nomor 10,menghadap,VERB,O
Hadits Abu Daud Nomor 10,kiblat,NOUN,O
Hadits Abu Daud Nomor 10,lalu,CONJ,O
Hadits Abu Daud Nomor 10,dia,PRON,O
Hadits Abu Daud Nomor 10,duduk,VERB,O
Hadits Abu Daud Nomor 10,dan,CONJ,O
Hadits Abu Daud Nomor 10,buang,NOUN,O
Hadits Abu Daud Nomor 10,air,NOUN,O
Hadits Abu Daud Nomor 10,kecil,ADJ,O
Hadits Abu Daud Nomor 10,dalam,ADP,O
Hadits Abu Daud Nomor 10,keadaan,NOUN,O
Hadits Abu Daud Nomor 10,menghadapnya,NOUN,O
Hadits Abu Daud Nomor 10,lalu,CONJ,O
Hadits Abu Daud Nomor 10,saya,PRON,O
Hadits Abu Daud Nomor 10,bertanya,VERB,O
Hadits Abu Daud Nomor 10,wahai,PROPN,O
Hadits Abu Daud Nomor 10,Abu,PROPN,B-PER
Hadits Abu Daud Nomor 10,Abdurrahman,PROPN,I-PER
Hadits Abu Daud Nomor 10,bukankah,VERB,O
Hadits Abu Daud Nomor 10,hal,NOUN,O
Hadits Abu Daud Nomor 10,ini,DET,O
Hadits Abu Daud Nomor 10,telah,ADV,O
Hadits Abu Daud Nomor 10,dilarang,VERB,O
Hadits Abu Daud Nomor 10,?,PUNCT,O
Hadits Abu Daud Nomor 10,Dia,PRON,O
Hadits Abu Daud Nomor 10,menjawab,VERB,O
Hadits Abu Daud Nomor 10,Benar,ADJ,O
Hadits Abu Daud Nomor 10,akan,ADV,O
Hadits Abu Daud Nomor 10,tetapi,CONJ,O
Hadits Abu Daud Nomor 10,hal,NOUN,O
Hadits Abu Daud Nomor 10,itu,DET,O
Hadits Abu Daud Nomor 10,dilarang,VERB,O
Hadits Abu Daud Nomor 10,jika,CONJ,O
Hadits Abu Daud Nomor 10,dilakukan,VERB,O
Hadits Abu Daud Nomor 10,di,ADP,O
Hadits Abu Daud Nomor 10,tempat,NOUN,O
Hadits Abu Daud Nomor 10,terbuka,ADJ,O
Hadits Abu Daud Nomor 10,apabila,CONJ,O
Hadits Abu Daud Nomor 10,antara,ADP,O
Hadits Abu Daud Nomor 10,dirimu,NOUN,O
Hadits Abu Daud Nomor 10,dan,CONJ,O
Hadits Abu Daud Nomor 10,kiblat,NOUN,O
Hadits Abu Daud Nomor 10,ada,VERB,O
Hadits Abu Daud Nomor 10,sesuatu,NOUN,O
Hadits Abu Daud Nomor 10,yang,PRON,O
Hadits Abu Daud Nomor 10,menutupimu,VERB,O
Hadits Abu Daud Nomor 10,maka,CONJ,O
Hadits Abu Daud Nomor 10,itu,DET,O
Hadits Abu Daud Nomor 10,tidaklah,ADV,O
Hadits Abu Daud Nomor 10,mengapa,ADV,O
Hadits Abu Daud Nomor 11,Telah,ADV,O
Hadits Abu Daud Nomor 11,menceritakan,VERB,O
Hadits Abu Daud Nomor 11,kepada,ADP,O
Hadits Abu Daud Nomor 11,kami,PRON,O
Hadits Abu Daud Nomor 11,Abdullah,PROPN,B-PER
Hadits Abu Daud Nomor 11,bin,PROPN,I-PER
Hadits Abu Daud Nomor 11,Maslamah,PROPN,I-PER
Hadits Abu Daud Nomor 11,dari,ADP,O
Hadits Abu Daud Nomor 11,Malik,PROPN,B-PER
Hadits Abu Daud Nomor 11,dari,ADP,O
Hadits Abu Daud Nomor 11,Yahya,PROPN,B-PER
Hadits Abu Daud Nomor 11,bin,PROPN,I-PER
Hadits Abu Daud Nomor 11,Sa'id,PROPN,I-PER
Hadits Abu Daud Nomor 11,dari,ADP,O
Hadits Abu Daud Nomor 11,Muhammad,PROPN,B-PER
Hadits Abu Daud Nomor 11,bin,PROPN,I-PER
Hadits Abu Daud Nomor 11,Yahya,PROPN,I-PER
Hadits Abu Daud Nomor 11,bin,PROPN,I-PER
Hadits Abu Daud Nomor 11,Habban,PROPN,I-PER
Hadits Abu Daud Nomor 11,dari,ADP,O
Hadits Abu Daud Nomor 11,pamannya,NOUN,O
Hadits Abu Daud Nomor 11,Wasi,PROPN,B-PER
Hadits Abu Daud Nomor 11,',PUNCT,I-PER
Hadits Abu Daud Nomor 11,bin,PROPN,I-PER
Hadits Abu Daud Nomor 11,Habban,PROPN,I-PER
Hadits Abu Daud Nomor 11,dari,ADP,O
Hadits Abu Daud Nomor 11,Abdullah,PROPN,B-PER
Hadits Abu Daud Nomor 11,bin,PROPN,I-PER
Hadits Abu Daud Nomor 11,Umar,PROPN,I-PER
Hadits Abu Daud Nomor 11,dia,PRON,O
Hadits Abu Daud Nomor 11,berkata,VERB,O
Hadits Abu Daud Nomor 11,Sungguh,ADV,O
Hadits Abu Daud Nomor 11,saya,PRON,O
Hadits Abu Daud Nomor 11,pernah,ADV,O
Hadits Abu Daud Nomor 11,naik,VERB,O
Hadits Abu Daud Nomor 11,atap,NOUN,O
Hadits Abu Daud Nomor 11,rumah,NOUN,O
Hadits Abu Daud Nomor 11,lalu,ADJ,O
Hadits Abu Daud Nomor 11,saya,PRON,O
Hadits Abu Daud Nomor 11,melihat,VERB,O
Hadits Abu Daud Nomor 11,Rasulullah,PROPN,B-PER
Hadits Abu Daud Nomor 11,shallallahu,PROPN,I-PER
Hadits Abu Daud Nomor 11,',PUNCT,I-PER
Hadits Abu Daud Nomor 11,alaihi,PROPN,I-PER
Hadits Abu Daud Nomor 11,wasallam,PROPN,I-PER
Hadits Abu Daud Nomor 11,di,ADP,O
Hadits Abu Daud Nomor 11,atas,ADP,O
Hadits Abu Daud Nomor 11,dua,NUM,O
Hadits Abu Daud Nomor 11,batu,NOUN,O
Hadits Abu Daud Nomor 11,bata,NOUN,O
Hadits Abu Daud Nomor 11,menghadap,VERB,O
Hadits Abu Daud Nomor 11,Baitul,PROPN,B-LOC
Hadits Abu Daud Nomor 11,Maqdis,PROPN,I-LOC
Hadits Abu Daud Nomor 11,dalam,ADP,O
Hadits Abu Daud Nomor 11,keadaan,NOUN,O
Hadits Abu Daud Nomor 11,buang,NOUN,O
Hadits Abu Daud Nomor 11,hajatnya,NUM,O
Hadits Ahmad Nomor 1,Telah,ADV,O
Hadits Ahmad Nomor 1,menceritakan,VERB,O
Hadits Ahmad Nomor 1,kepada,ADP,O
Hadits Ahmad Nomor 1,kami,PRON,O
Hadits Ahmad Nomor 1,Abdullah,PROPN,B-PER
Hadits Ahmad Nomor 1,Bin,PROPN,I-PER
Hadits Ahmad Nomor 1,Numair,PROPN,I-PER
Hadits Ahmad Nomor 1,dia,PRON,O
Hadits Ahmad Nomor 1,berkata,VERB,O
Hadits Ahmad Nomor 1,telah,ADV,O
Hadits Ahmad Nomor 1,mengabarkan,VERB,O
Hadits Ahmad Nomor 1,kepada,ADP,O
Hadits Ahmad Nomor 1,kami,PRON,O
Hadits Ahmad Nomor 1,Isma'il,PROPN,B-PER
Hadits Ahmad Nomor 1,dari,ADP,O
Hadits Ahmad Nomor 1,Qais,PROPN,B-PER
Hadits Ahmad Nomor 1,dia,PRON,O
Hadits Ahmad Nomor 1,berkata,VERB,O
Hadits Ahmad Nomor 1,Abu,PROPN,B-PER
Hadits Ahmad Nomor 1,Bakar,PROPN,I-PER
Hadits Ahmad Nomor 1,berdiri,VERB,O
Hadits Ahmad Nomor 1,lalu,ADV,O
Hadits Ahmad Nomor 1,memuji,VERB,O
Hadits Ahmad Nomor 1,Allah,PROPN,O
Hadits Ahmad Nomor 1,dan,CONJ,O
Hadits Ahmad Nomor 1,mensucikan,NOUN,O
Hadits Ahmad Nomor 1,-,PUNCT,O
Hadits Ahmad Nomor 1,Nya,CONJ,O
Hadits Ahmad Nomor 1,kemudian,ADV,O
Hadits Ahmad Nomor 1,berkata,VERB,O
Hadits Ahmad Nomor 1,wahai,NOUN,O
Hadits Ahmad Nomor 1,manusia,NOUN,O
Hadits Ahmad Nomor 1,sesungguhnya,ADV,O
Hadits Ahmad Nomor 1,kalian,NOUN,O
Hadits Ahmad Nomor 1,membaca,VERB,O
Hadits Ahmad Nomor 1,ayat,NOUN,O
Hadits Ahmad Nomor 1,ini,DET,O
Hadits Ahmad Nomor 1,Hai,PROPN,O
Hadits Ahmad Nomor 1,orang,NOUN,O
Hadits Ahmad Nomor 1,-,PUNCT,O
Hadits Ahmad Nomor 1,orang,NOUN,O
Hadits Ahmad Nomor 1,yang,PRON,O
Hadits Ahmad Nomor 1,beriman,ADJ,O
Hadits Ahmad Nomor 1,jagalah,NOUN,O
Hadits Ahmad Nomor 1,dirimu,NOUN,O
Hadits Ahmad Nomor 1,tiadalah,NOUN,O
Hadits Ahmad Nomor 1,orang,NOUN,O
Hadits Ahmad Nomor 1,yang,PRON,O
Hadits Ahmad Nomor 1,sesat,VERB,O
Hadits Ahmad Nomor 1,itu,DET,O
Hadits Ahmad Nomor 1,akan,ADV,O
Hadits Ahmad Nomor 1,memberi,VERB,O
Hadits Ahmad Nomor 1,mudharat,NOUN,O
Hadits Ahmad Nomor 1,kepadamu,NOUN,O
Hadits Ahmad Nomor 1,apabila,CONJ,O
Hadits Ahmad Nomor 1,kamu,PRON,O
Hadits Ahmad Nomor 1,telah,ADV,O
Hadits Ahmad Nomor 1,mendapat,VERB,O
Hadits Ahmad Nomor 1,petunjuk,NOUN,O
Hadits Ahmad Nomor 1,QS,PROPN,O
Hadits Ahmad Nomor 1,Al,PROPN,O
Hadits Ahmad Nomor 1,Maidah,PROPN,O
Hadits Ahmad Nomor 1,ayat,NOUN,O
Hadits Ahmad Nomor 1,105,NUM,O
Hadits Ahmad Nomor 1,Dan,CONJ,O
Hadits Ahmad Nomor 1,sesungguhnya,ADV,O
Hadits Ahmad Nomor 1,kami,PRON,O
Hadits Ahmad Nomor 1,mendengar,VERB,O
Hadits Ahmad Nomor 1,Rasulullah,PROPN,B-PER
Hadits Ahmad Nomor 1,shallallahu,PROPN,I-PER
Hadits Ahmad Nomor 1,',PUNCT,I-PER
Hadits Ahmad Nomor 1,alaihi,PROPN,I-PER
Hadits Ahmad Nomor 1,wasallam,PROPN,I-PER
Hadits Ahmad Nomor 1,bersabda,VERB,O
Hadits Ahmad Nomor 1,sesungguhnya,ADV,O
Hadits Ahmad Nomor 1,jika,CONJ,O
Hadits Ahmad Nomor 1,manusia,NOUN,O
Hadits Ahmad Nomor 1,melihat,VERB,O
Hadits Ahmad Nomor 1,kemungkaran,NOUN,O
Hadits Ahmad Nomor 1,kemudian,ADV,O
Hadits Ahmad Nomor 1,mereka,PRON,O
Hadits Ahmad Nomor 1,tidak,X,O
Hadits Ahmad Nomor 1,mengingkarinya,ADJ,O
Hadits Ahmad Nomor 1,maka,CONJ,O
Hadits Ahmad Nomor 1,hampir,ADV,O
Hadits Ahmad Nomor 1,saja,ADV,O
Hadits Ahmad Nomor 1,Allah,PROPN,O
Hadits Ahmad Nomor 1,akan,ADV,O
Hadits Ahmad Nomor 1,menimpakan,VERB,O
Hadits Ahmad Nomor 1,siksa,NOUN,O
Hadits Ahmad Nomor 1,kepada,ADP,O
Hadits Ahmad Nomor 1,mereka,PRON,O
Hadits Ahmad Nomor 1,semua,DET,O
Hadits Ahmad Nomor 3,Telah,ADV,O
Hadits Ahmad Nomor 3,menceritakan,VERB,O
Hadits Ahmad Nomor 3,kepada,ADP,O
Hadits Ahmad Nomor 3,kami,PRON,O
Hadits Ahmad Nomor 3,',PUNCT,B-PER
Hadits Ahmad Nomor 3,Amru,PROPN,I-PER
Hadits Ahmad Nomor 3,Bin,PROPN,I-PER
Hadits Ahmad Nomor 3,Muhammad,PROPN,I-PER
Hadits Ahmad Nomor 3,Abu,PROPN,I-PER
Hadits Ahmad Nomor 3,Sa'id,PROPN,I-PER
Hadits Ahmad Nomor 3,yaitu,CONJ,O
Hadits Ahmad Nomor 3,Al,PROPN,B-PER
Hadits Ahmad Nomor 3,',PUNCT,I-PER
Hadits Ahmad Nomor 3,Anqazi,PROPN,I-PER
Hadits Ahmad Nomor 3,dia,PRON,O
Hadits Ahmad Nomor 3,berkata,VERB,O
Hadits Ahmad Nomor 3,Telah,ADV,O
Hadits Ahmad Nomor 3,menceritakan,VERB,O
Hadits Ahmad Nomor 3,kepada,ADP,O
Hadits Ahmad Nomor 3,kami,PRON,O
Hadits Ahmad Nomor 3,Israil,PROPN,B-PER
Hadits Ahmad Nomor 3,dari,ADP,O
Hadits Ahmad Nomor 3,Abu,PROPN,B-PER
Hadits Ahmad Nomor 3,Ishaq,PROPN,I-PER
Hadits Ahmad Nomor 3,dari,ADP,O
Hadits Ahmad Nomor 3,Al,PROPN,B-PER
Hadits Ahmad Nomor 3,Barra,PROPN,I-PER
Hadits Ahmad Nomor 3,',PUNCT,I-PER
Hadits Ahmad Nomor 3,Bin,PROPN,I-PER
Hadits Ahmad Nomor 3,',PUNCT,I-PER
Hadits Ahmad Nomor 3,Azib,PROPN,I-PER
Hadits Ahmad Nomor 3,dia,PRON,O
Hadits Ahmad Nomor 3,berkata,VERB,O
Hadits Ahmad Nomor 3,Abu,PROPN,B-PER
Hadits Ahmad Nomor 3,Bakar,PROPN,I-PER
Hadits Ahmad Nomor 3,membeli,VERB,O
Hadits Ahmad Nomor 3,sebuah,DET,O
Hadits Ahmad Nomor 3,pelana,NOUN,O
Hadits Ahmad Nomor 3,dari,ADP,O
Hadits Ahmad Nomor 3,',PUNCT,B-PER
Hadits Ahmad Nomor 3,Azib,PROPN,I-PER
Hadits Ahmad Nomor 3,seharga,NOUN,O
Hadits Ahmad Nomor 3,tiga,NUM,O
Hadits Ahmad Nomor 3,belas,NOUN,O
Hadits Ahmad Nomor 3,dirham,NOUN,O
Hadits Ahmad Nomor 3,Al,PROPN,I-PER
Hadits Ahmad Nomor 3,Barra,PROPN,I-PER
Hadits Ahmad Nomor 3,',PUNCT,I-PER
Hadits Ahmad Nomor 3,berkata,VERB,O
Hadits Ahmad Nomor 3,kemudian,ADV,O
Hadits Ahmad Nomor 3,Abu,PROPN,B-PER
Hadits Ahmad Nomor 3,Bakar,PROPN,I-PER
Hadits Ahmad Nomor 3,berkata,VERB,O
Hadits Ahmad Nomor 3,kepada,ADP,O
Hadits Ahmad Nomor 3,Azib,PROPN,B-PER
Hadits Ahmad Nomor 3,suruhlah,PROPN,O
Hadits Ahmad Nomor 3,Al,PROPN,B-PER
Hadits Ahmad Nomor 3,Barro,PROPN,I-PER
Hadits Ahmad Nomor 3,',PUNCT,I-PER
Hadits Ahmad Nomor 3,membawanya,VERB,O
Hadits Ahmad Nomor 3,ke,ADP,O
Hadits Ahmad Nomor 3,rumahku,NOUN,O
Hadits Ahmad Nomor 3,Maka,ADV,O
Hadits Ahmad Nomor 3,',PUNCT,B-PER
Hadits Ahmad Nomor 3,Azib,PROPN,I-PER
Hadits Ahmad Nomor 3,menjawab,VERB,O
Hadits Ahmad Nomor 3,tidak,X,O
Hadits Ahmad Nomor 3,kecuali,ADV,O
Hadits Ahmad Nomor 3,jika,CONJ,O
Hadits Ahmad Nomor 3,kamu,PRON,O
Hadits Ahmad Nomor 3,mau,ADV,O
Hadits Ahmad Nomor 3,menceritakan,VERB,O
Hadits Ahmad Nomor 3,kepada,ADP,O
Hadits Ahmad Nomor 3,kami,PRON,O
Hadits Ahmad Nomor 3,tentang,ADP,O
Hadits Ahmad Nomor 3,apa,NOUN,O
Hadits Ahmad Nomor 3,yang,PRON,O
Hadits Ahmad Nomor 3,kamu,PRON,O
Hadits Ahmad Nomor 3,lakukan,VERB,O
Hadits Ahmad Nomor 3,ketika,CONJ,O
Hadits Ahmad Nomor 3,Rasulullah,PROPN,B-PER
Hadits Ahmad Nomor 3,shallallahu,PROPN,I-PER
Hadits Ahmad Nomor 3,',PUNCT,I-PER
Hadits Ahmad Nomor 3,alaihi,PROPN,I-PER
Hadits Ahmad Nomor 3,wasallam,PROPN,I-PER
Hadits Ahmad Nomor 3,keluar,VERB,O
Hadits Ahmad Nomor 3,bersamamu,NOUN,O
Hadits Ahmad Nomor 3,dia,PRON,O
Hadits Ahmad Nomor 3,berkata,VERB,O
Hadits Ahmad Nomor 3,maka,CONJ,O
Hadits Ahmad Nomor 3,Abu,PROPN,B-PER
Hadits Ahmad Nomor 3,Bakar,PROPN,I-PER
Hadits Ahmad Nomor 3,berkata,VERB,O
Hadits Ahmad Nomor 3,kami,PRON,O
Hadits Ahmad Nomor 3,keluar,VERB,O
Hadits Ahmad Nomor 3,berjalan,VERB,O
Hadits Ahmad Nomor 3,di,ADP,O
Hadits Ahmad Nomor 3,malam,NOUN,O
Hadits Ahmad Nomor 3,hari,NOUN,O
Hadits Ahmad Nomor 3,dan,CONJ,O
Hadits Ahmad Nomor 3,mempercepat,VERB,O
Hadits Ahmad Nomor 3,jalan,NOUN,O
Hadits Ahmad Nomor 3,diwaktu,NOUN,O
Hadits Ahmad Nomor 3,siang,NOUN,O
Hadits Ahmad Nomor 3,dan,CONJ,O
Hadits Ahmad Nomor 3,malam,NOUN,O
Hadits Ahmad Nomor 3,yang,PRON,O
Hadits Ahmad Nomor 3,kami,PRON,O
Hadits Ahmad Nomor 3,lalui,VERB,O
Hadits Ahmad Nomor 3,ketika,CONJ,O
Hadits Ahmad Nomor 3,kami,PRON,O
Hadits Ahmad Nomor 3,tiba,VERB,O
Hadits Ahmad Nomor 3,di,ADP,O
Hadits Ahmad Nomor 3,waktu,NOUN,O
Hadits Ahmad Nomor 3,dzuhur,NOUN,O
Hadits Ahmad Nomor 3,dan,CONJ,O
Hadits Ahmad Nomor 3,matahari,NOUN,O
Hadits Ahmad Nomor 3,tepat,ADV,O
Hadits Ahmad Nomor 3,berada,VERB,O
Hadits Ahmad Nomor 3,di,ADP,O
Hadits Ahmad Nomor 3,atas,NOUN,O
Hadits Ahmad Nomor 3,aku,PRON,O
Hadits Ahmad Nomor 3,memperhatikan,VERB,O
Hadits Ahmad Nomor 3,sekitar,ADP,O
Hadits Ahmad Nomor 3,kami,PRON,O
Hadits Ahmad Nomor 3,apakah,ADV,O
Hadits Ahmad Nomor 3,ada,VERB,O
Hadits Ahmad Nomor 3,tempat,NOUN,O
Hadits Ahmad Nomor 3,berteduh,NOUN,O
Hadits Ahmad Nomor 3,untuk,ADP,O
Hadits Ahmad Nomor 3,kami,PRON,O
Hadits Ahmad Nomor 3,sesaat,NOUN,O
Hadits Ahmad Nomor 3,kemudian,ADV,O
Hadits Ahmad Nomor 3,aku,PRON,O
Hadits Ahmad Nomor 3,melihat,VERB,O
Hadits Ahmad Nomor 3,sebuah,DET,O
Hadits Ahmad Nomor 3,batu,NOUN,O
Hadits Ahmad Nomor 3,besar,ADJ,O
Hadits Ahmad Nomor 3,dan,CONJ,O
Hadits Ahmad Nomor 3,aku,PRON,O
Hadits Ahmad Nomor 3,pun,ADV,O
Hadits Ahmad Nomor 3,mendekatinya,VERB,O
Hadits Ahmad Nomor 3,dan,CONJ,O
