,title,token,pos,entity,predicted_entity
1052,Hadits Muslim Nomor 9,yang,PRON,O,O
1053,Hadits Muslim Nomor 9,mereka,PRON,O,O
1054,Hadits Muslim Nomor 9,katakan,VERB,O,O
1055,Hadits Muslim Nomor 9,berkaitan,VERB,O,O
1056,Hadits Muslim Nomor 9,dengan,ADP,O,O
1057,Hadits Muslim Nomor 9,takdir,NOUN,O,O
1058,Hadits Muslim Nomor 9,',PUNCT,O,O
1059,Hadits Muslim Nomor 9,Maka,CONJ,O,O
1060,Hadits Muslim Nomor 9,Abdullah,PROPN,B-PER,B-PER
1061,Hadits Muslim Nomor 9,bin,PROPN,I-PER,I-PER
1062,Hadits Muslim Nomor 9,Umar,PROPN,I-PER,I-PER
1063,Hadits Muslim Nomor 9,diberikan,VERB,O,O
1064,Hadits Muslim Nomor 9,taufik,PROPN,O,O
1065,Hadits Muslim Nomor 9,oleh,ADP,O,O
1066,Hadits Muslim Nomor 9,Allah,PROPN,O,O
1067,Hadits Muslim Nomor 9,untuk,ADP,O,O
1068,Hadits Muslim Nomor 9,kami,PRON,O,O
1069,Hadits Muslim Nomor 9,sedangkan,ADV,O,O
1070,Hadits Muslim Nomor 9,dia,PRON,O,O
1071,Hadits Muslim Nomor 9,masuk,VERB,O,O
1072,Hadits Muslim Nomor 9,masjid,NOUN,O,O
1073,Hadits Muslim Nomor 9,Lalu,ADV,O,O
1074,Hadits Muslim Nomor 9,aku,PRON,O,O
1075,Hadits Muslim Nomor 9,dan,CONJ,O,O
1076,Hadits Muslim Nomor 9,temanku,NOUN,O,O
1077,Hadits Muslim Nomor 9,menghadangnya,PROPN,O,O
1078,Hadits Muslim Nomor 9,Salah,VERB,O,O
1079,Hadits Muslim Nomor 9,seorang,DET,O,O
1080,Hadits Muslim Nomor 9,dari,ADP,O,O
1081,Hadits Muslim Nomor 9,kami,PRON,O,O
1082,Hadits Muslim Nomor 9,di,ADP,O,O
1083,Hadits Muslim Nomor 9,sebelah,NOUN,O,O
1084,Hadits Muslim Nomor 9,kanannya,NOUN,O,O
1085,Hadits Muslim Nomor 9,dan,CONJ,O,O
1086,Hadits Muslim Nomor 9,yang,PRON,O,O
1087,Hadits Muslim Nomor 9,lain,ADJ,O,O
1088,Hadits Muslim Nomor 9,di,ADP,O,O
1089,Hadits Muslim Nomor 9,sebelah,NOUN,O,O
1090,Hadits Muslim Nomor 9,kirinya,NOUN,O,O
1091,Hadits Muslim Nomor 9,Lalu,CONJ,O,O
1092,Hadits Muslim Nomor 9,aku,PRON,O,O
1093,Hadits Muslim Nomor 9,mengira,VERB,O,O
1094,Hadits Muslim Nomor 9,bahwa,CONJ,O,O
1095,Hadits Muslim Nomor 9,temanku,NOUN,O,O
1096,Hadits Muslim Nomor 9,akan,ADV,O,O
1097,Hadits Muslim Nomor 9,mewakilkan,VERB,O,O
1098,Hadits Muslim Nomor 9,pembicaraan,NOUN,O,O
1099,Hadits Muslim Nomor 9,kepadaku,ADJ,O,O
1100,Hadits Muslim Nomor 9,maka,CONJ,O,O
1101,Hadits Muslim Nomor 9,aku,PRON,O,O
1102,Hadits Muslim Nomor 9,berkata,VERB,O,O
1103,Hadits Muslim Nomor 9,',PUNCT,O,O
1104,Hadits Muslim Nomor 9,Wahai,PROPN,O,O
1105,Hadits Muslim Nomor 9,Abu,PROPN,B-PER,B-PER
1106,Hadits Muslim Nomor 9,Abdurrahman,PROPN,I-PER,I-PER
1107,Hadits Muslim Nomor 9,sesungguhnya,ADV,O,O
1108,Hadits Muslim Nomor 9,nampak,VERB,O,O
1109,Hadits Muslim Nomor 9,di,ADP,O,O
1110,Hadits Muslim Nomor 9,hadapan,NOUN,O,O
1111,Hadits Muslim Nomor 9,kami,PRON,O,O
1112,Hadits Muslim Nomor 9,suatu,DET,O,O
1113,Hadits Muslim Nomor 9,kaum,NOUN,O,O
1114,Hadits Muslim Nomor 9,membaca,VERB,O,O
1115,Hadits Muslim Nomor 9,al,PROPN,O,O
1116,Hadits Muslim Nomor 9,-,PUNCT,O,O
1117,Hadits Muslim Nomor 9,Qur'an,PROPN,O,O
1118,Hadits Muslim Nomor 9,dan,CONJ,O,O
1119,Hadits Muslim Nomor 9,mencari,VERB,O,O
1120,Hadits Muslim Nomor 9,ilmu,NOUN,O,O
1121,Hadits Muslim Nomor 9,lalu,ADV,O,O
1122,Hadits Muslim Nomor 9,mengklaim,VERB,O,O
1123,Hadits Muslim Nomor 9,bahwa,CONJ,O,O
1124,Hadits Muslim Nomor 9,tidak,X,O,O
1125,Hadits Muslim Nomor 9,ada,VERB,O,O
1126,Hadits Muslim Nomor 9,takdir,NOUN,O,O
1127,Hadits Muslim Nomor 9,dan,CONJ,O,O
1128,Hadits Muslim Nomor 9,perkaranya,NOUN,O,O
1129,Hadits Muslim Nomor 9,adalah,VERB,O,O
1130,Hadits Muslim Nomor 9,baru,ADJ,O,O
1131,Hadits Muslim Nomor 9,tidak,X,O,O
1132,Hadits Muslim Nomor 9,didahului,VERB,O,O
1133,Hadits Muslim Nomor 9,oleh,ADP,O,O
1134,Hadits Muslim Nomor 9,takdir,NOUN,O,O
1135,Hadits Muslim Nomor 9,dan,CONJ,O,O
1136,Hadits Muslim Nomor 9,ilmu,NOUN,O,O
1137,Hadits Muslim Nomor 9,Allah,PROPN,O,O
1138,Hadits Muslim Nomor 9,',PUNCT,O,O
1139,Hadits Muslim Nomor 9,Maka,CONJ,O,O
1140,Hadits Muslim Nomor 9,Abdullah,PROPN,B-PER,B-PER
1141,Hadits Muslim Nomor 9,bin,PROPN,I-PER,I-PER
1142,Hadits Muslim Nomor 9,Umar,PROPN,I-PER,I-PER
1143,Hadits Muslim Nomor 9,menjawab,VERB,O,O
1144,Hadits Muslim Nomor 9,',PUNCT,O,O
1145,Hadits Muslim Nomor 9,Apabila,CONJ,O,O
1146,Hadits Muslim Nomor 9,kamu,NOUN,O,O
1147,Hadits Muslim Nomor 9,bertemu,VERB,O,O
1148,Hadits Muslim Nomor 9,orang,NOUN,O,O
1149,Hadits Muslim Nomor 9,-,PUNCT,O,O
1150,Hadits Muslim Nomor 9,orang,NOUN,O,O
1151,Hadits Muslim Nomor 9,tersebut,DET,O,O
1152,Hadits Muslim Nomor 9,maka,CONJ,O,O
1153,Hadits Muslim Nomor 9,kabarkanlah,PROPN,O,O
1154,Hadits Muslim Nomor 9,kepada,ADP,O,O
1155,Hadits Muslim Nomor 9,mereka,PRON,O,O
1156,Hadits Muslim Nomor 9,bahwa,CONJ,O,O
1157,Hadits Muslim Nomor 9,saya,PRON,O,O
1158,Hadits Muslim Nomor 9,berlepas,VERB,O,O
1159,Hadits Muslim Nomor 9,diri,NOUN,O,O
1160,Hadits Muslim Nomor 9,dari,ADP,O,O
1161,Hadits Muslim Nomor 9,mereka,PRON,O,O
1162,Hadits Muslim Nomor 9,dan,CONJ,O,O
1163,Hadits Muslim Nomor 9,bahwa,CONJ,O,O
1164,Hadits Muslim Nomor 9,mereka,PRON,O,O
1165,Hadits Muslim Nomor 9,berlepas,NUM,O,O
1166,Hadits Muslim Nomor 9,diri,NOUN,O,O
1167,Hadits Muslim Nomor 9,dariku,NOUN,O,O
1168,Hadits Muslim Nomor 9,Dan,ADP,O,O
1169,Hadits Muslim Nomor 9,demi,ADP,O,O
1170,Hadits Muslim Nomor 9,Dzat,NOUN,O,O
1171,Hadits Muslim Nomor 9,yang,PRON,O,O
1172,Hadits Muslim Nomor 9,mana,NOUN,O,O
1173,Hadits Muslim Nomor 9,hamba,NOUN,O,O
1174,Hadits Muslim Nomor 9,Allah,PROPN,O,O
1175,Hadits Muslim Nomor 9,bersumpah,VERB,O,O
1176,Hadits Muslim Nomor 9,dengan,ADP,O,O
1177,Hadits Muslim Nomor 9,-,PUNCT,O,O
1178,Hadits Muslim Nomor 9,Nya,NOUN,O,O
1179,Hadits Muslim Nomor 9,kalau,CONJ,O,O
1180,Hadits Muslim Nomor 9,seandainya,ADV,O,O
1181,Hadits Muslim Nomor 9,salah,NOUN,O,O
1182,Hadits Muslim Nomor 9,seorang,DET,O,O
1183,Hadits Muslim Nomor 9,dari,ADP,O,O
1184,Hadits Muslim Nomor 9,kalian,NOUN,O,O
1185,Hadits Muslim Nomor 9,menafkahkan,NOUN,O,O
1186,Hadits Muslim Nomor 9,emas,ADJ,O,O
1187,Hadits Muslim Nomor 9,seperti,ADP,O,O
1188,Hadits Muslim Nomor 9,gunung,NOUN,O,O
1189,Hadits Muslim Nomor 9,Uhud,PROPN,B-LOC,B-PER
1190,Hadits Muslim Nomor 9,niscaya,ADV,O,O
1191,Hadits Muslim Nomor 9,sedekahnya,PROPN,O,O
1192,Hadits Muslim Nomor 9,tidak,X,O,O
1193,Hadits Muslim Nomor 9,akan,ADV,O,O
1194,Hadits Muslim Nomor 9,diterima,VERB,O,O
1195,Hadits Muslim Nomor 9,hingga,ADP,O,O
1196,Hadits Muslim Nomor 9,dia,PRON,O,O
1197,Hadits Muslim Nomor 9,beriman,VERB,O,O
1198,Hadits Muslim Nomor 9,kepada,ADP,O,O
1199,Hadits Muslim Nomor 9,takdir,NOUN,O,O
1200,Hadits Muslim Nomor 9,baik,ADJ,O,O
1201,Hadits Muslim Nomor 9,dan,CONJ,O,O
1202,Hadits Muslim Nomor 9,buruk,ADJ,O,O
1203,Hadits Muslim Nomor 9,',PUNCT,O,O
1204,Hadits Muslim Nomor 9,Dia,PRON,O,O
1205,Hadits Muslim Nomor 9,berkata,VERB,O,O
1206,Hadits Muslim Nomor 9,',PUNCT,O,O
1207,Hadits Muslim Nomor 9,Kemudian,CONJ,O,O
1208,Hadits Muslim Nomor 9,dia,PRON,O,O
1209,Hadits Muslim Nomor 9,mulai,VERB,O,O
1210,Hadits Muslim Nomor 9,menceritakan,VERB,O,O
1211,Hadits Muslim Nomor 9,hadits,NOUN,O,O
1212,Hadits Muslim Nomor 9,seraya,ADP,O,O
1213,Hadits Muslim Nomor 9,berkata,VERB,O,O
1214,Hadits Muslim Nomor 9,',PUNCT,B-PER,O
1215,Hadits Muslim Nomor 9,Umar,PROPN,I-PER,I-PER
1216,Hadits Muslim Nomor 9,bin,PROPN,I-PER,I-PER
1217,Hadits Muslim Nomor 9,al,PROPN,I-PER,I-PER
1218,Hadits Muslim Nomor 9,-,PUNCT,I-PER,I-PER
1219,Hadits Muslim Nomor 9,Khaththab,PROPN,I-PER,I-PER
1220,Hadits Muslim Nomor 9,berkata,VERB,O,O
1221,Hadits Muslim Nomor 9,',PUNCT,O,O
1222,Hadits Muslim Nomor 9,Dahulu,VERB,O,O
1223,Hadits Muslim Nomor 9,kami,PRON,O,O
1224,Hadits Muslim Nomor 9,pernah,ADV,O,O
1225,Hadits Muslim Nomor 9,berada,VERB,O,O
1226,Hadits Muslim Nomor 9,di,ADP,O,O
1227,Hadits Muslim Nomor 9,sisi,NOUN,O,O
1228,Hadits Muslim Nomor 9,Rasulullah,PROPN,B-PER,B-PER
1229,Hadits Muslim Nomor 9,shallallahu,PROPN,I-PER,I-PER
1230,Hadits Muslim Nomor 9,',PUNCT,I-PER,I-PER
1231,Hadits Muslim Nomor 9,alaihi,PROPN,I-PER,I-PER
1232,Hadits Muslim Nomor 9,wasallam,PROPN,I-PER,I-PER
1233,Hadits Muslim Nomor 9,lalu,CONJ,O,O
1234,Hadits Muslim Nomor 9,datanglah,VERB,O,O
1235,Hadits Muslim Nomor 9,seorang,DET,O,O
1236,Hadits Muslim Nomor 9,laki,NOUN,O,O
1237,Hadits Muslim Nomor 9,-,PUNCT,O,O
1238,Hadits Muslim Nomor 9,laki,NOUN,O,O
1239,Hadits Muslim Nomor 9,yang,PRON,O,O
1240,Hadits Muslim Nomor 9,bajunya,NOUN,O,O
1241,Hadits Muslim Nomor 9,sangat,ADV,O,O
1242,Hadits Muslim Nomor 9,putih,ADJ,O,O
1243,Hadits Muslim Nomor 9,rambutnya,NOUN,O,O
1244,Hadits Muslim Nomor 9,sangat,ADV,O,O
1245,Hadits Muslim Nomor 9,hitam,ADJ,O,O
1246,Hadits Muslim Nomor 9,tidak,X,O,O
1247,Hadits Muslim Nomor 9,tampak,VERB,O,O
1248,Hadits Muslim Nomor 9,padanya,NOUN,O,O
1249,Hadits Muslim Nomor 9,bekas,NOUN,O,O
1250,Hadits Muslim Nomor 9,-,PUNCT,O,O
1251,Hadits Muslim Nomor 9,bekas,NOUN,O,O
1252,Hadits Muslim Nomor 9,perjalanan,NOUN,O,O
1253,Hadits Muslim Nomor 9,Tidak,X,O,O
1254,Hadits Muslim Nomor 9,seorang,DET,O,O
1255,Hadits Muslim Nomor 9,pun,X,O,O
1256,Hadits Muslim Nomor 9,dari,ADP,O,O
1257,Hadits Muslim Nomor 9,kami,PRON,O,O
1258,Hadits Muslim Nomor 9,mengenalnya,VERB,O,O
1259,Hadits Muslim Nomor 9,hingga,ADP,O,O
1260,Hadits Muslim Nomor 9,dia,PRON,O,O
1261,Hadits Muslim Nomor 9,mendatangi,VERB,O,O
1262,Hadits Muslim Nomor 9,Nabi,PROPN,B-PER,B-PER
1263,Hadits Muslim Nomor 9,Shallallahu,PROPN,I-PER,I-PER
1264,Hadits Muslim Nomor 9,',PUNCT,I-PER,I-PER
1265,Hadits Muslim Nomor 9,Alaihi,PROPN,I-PER,I-PER
1266,Hadits Muslim Nomor 9,Wasalam,PROPN,I-PER,I-PER
1267,Hadits Muslim Nomor 9,lalu,CONJ,O,O
1268,Hadits Muslim Nomor 9,menyandarkan,VERB,O,O
1269,Hadits Muslim Nomor 9,lututnya,NOUN,O,O
1270,Hadits Muslim Nomor 9,pada,ADP,O,O
1271,Hadits Muslim Nomor 9,lutut,NOUN,O,O
1272,Hadits Muslim Nomor 9,Nabi,PROPN,B-PER,O
1273,Hadits Muslim Nomor 9,Shallallahu,PROPN,I-PER,I-PER
1274,Hadits Muslim Nomor 9,',PUNCT,I-PER,I-PER
1275,Hadits Muslim Nomor 9,Alaihi,PROPN,I-PER,I-PER
1276,Hadits Muslim Nomor 9,Wasalam,PROPN,I-PER,I-PER
1277,Hadits Muslim Nomor 9,kemudian,ADV,O,O
1278,Hadits Muslim Nomor 9,ia,PRON,O,O
1279,Hadits Muslim Nomor 9,berkata,VERB,O,O
1280,Hadits Muslim Nomor 9,',PUNCT,O,O
1281,Hadits Muslim Nomor 9,Wahai,PROPN,O,O
1282,Hadits Muslim Nomor 9,Muhammad,PROPN,B-PER,B-PER
1283,Hadits Muslim Nomor 9,kabarkanlah,PROPN,O,O
1284,Hadits Muslim Nomor 9,kepadaku,PROPN,O,O
1285,Hadits Muslim Nomor 9,tentang,ADP,O,O
1286,Hadits Muslim Nomor 9,Islam,PROPN,O,O
1287,Hadits Muslim Nomor 9,?,PUNCT,O,O
1288,Hadits Muslim Nomor 9,',PUNCT,O,O
1289,Hadits Muslim Nomor 9,Rasulullah,PROPN,B-PER,I-PER
1290,Hadits Muslim Nomor 9,Shallallahu,PROPN,I-PER,I-PER
1291,Hadits Muslim Nomor 9,',PUNCT,I-PER,I-PER
1292,Hadits Muslim Nomor 9,Alaihi,PROPN,I-PER,I-PER
1293,Hadits Muslim Nomor 9,Wasalam,PROPN,I-PER,I-PER
1294,Hadits Muslim Nomor 9,menjawab,VERB,O,O
1295,Hadits Muslim Nomor 9,Kesaksian,PROPN,O,O
1296,Hadits Muslim Nomor 9,bahwa,CONJ,O,O
1297,Hadits Muslim Nomor 9,tidak,X,O,O
1298,Hadits Muslim Nomor 9,ada,VERB,O,O
1299,Hadits Muslim Nomor 9,tuhan,NOUN,O,O
1300,Hadits Muslim Nomor 9,yang,PRON,O,O
1301,Hadits Muslim Nomor 9,berhak,VERB,O,O
1302,Hadits Muslim Nomor 9,disembah,VERB,O,O
1303,Hadits Muslim Nomor 9,selain,ADP,O,O
1304,Hadits Muslim Nomor 9,Allah,PROPN,O,O
1305,Hadits Muslim Nomor 9,dan,CONJ,O,O
1306,Hadits Muslim Nomor 9,bahwa,CONJ,O,O
1307,Hadits Muslim Nomor 9,Muhammad,PROPN,B-PER,B-PER
1308,Hadits Muslim Nomor 9,adalah,VERB,O,O
1309,Hadits Muslim Nomor 9,hamba,NOUN,O,O
1310,Hadits Muslim Nomor 9,dan,CONJ,O,O
1311,Hadits Muslim Nomor 9,utusan,NOUN,O,O
1312,Hadits Muslim Nomor 9,-,PUNCT,O,O
1313,Hadits Muslim Nomor 9,Nya,PROPN,O,O
1314,Hadits Muslim Nomor 9,mendirikan,VERB,O,O
1315,Hadits Muslim Nomor 9,shalat,NOUN,O,O
1316,Hadits Muslim Nomor 9,menunaikan,VERB,O,O
1317,Hadits Muslim Nomor 9,zakat,NOUN,O,O
1318,Hadits Muslim Nomor 9,dan,CONJ,O,O
1319,Hadits Muslim Nomor 9,puasa,NOUN,O,O
1320,Hadits Muslim Nomor 9,Ramadlan,NUM,O,O
1321,Hadits Muslim Nomor 9,serta,CONJ,O,O
1322,Hadits Muslim Nomor 9,haji,NOUN,O,O
1323,Hadits Muslim Nomor 9,ke,ADP,O,O
1324,Hadits Muslim Nomor 9,Baitullah,PROPN,O,B-LOC
1325,Hadits Muslim Nomor 9,jika,CONJ,O,O
1326,Hadits Muslim Nomor 9,kamu,PRON,O,O
1327,Hadits Muslim Nomor 9,mampu,ADV,O,O
1328,Hadits Muslim Nomor 9,bepergian,VERB,O,O
1329,Hadits Muslim Nomor 9,kepadanya,ADV,O,O
1330,Hadits Muslim Nomor 9,',PUNCT,O,O
1331,Hadits Muslim Nomor 9,Dia,PRON,O,O
1332,Hadits Muslim Nomor 9,berkata,VERB,O,O
1333,Hadits Muslim Nomor 9,',PUNCT,O,O
1334,Hadits Muslim Nomor 9,Kamu,PROPN,O,O
1335,Hadits Muslim Nomor 9,benar,ADJ,O,O
1336,Hadits Muslim Nomor 9,',PUNCT,O,O
1337,Hadits Muslim Nomor 9,Umar,PROPN,B-PER,I-PER
1338,Hadits Muslim Nomor 9,berkata,VERB,O,O
1339,Hadits Muslim Nomor 9,',PUNCT,O,O
1340,Hadits Muslim Nomor 9,Maka,CONJ,O,O
1341,Hadits Muslim Nomor 9,kami,PRON,O,O
1342,Hadits Muslim Nomor 9,kaget,VERB,O,O
1343,Hadits Muslim Nomor 9,terhadapnya,NOUN,O,O
1344,Hadits Muslim Nomor 9,karena,CONJ,O,O
1345,Hadits Muslim Nomor 9,dia,PRON,O,O
1346,Hadits Muslim Nomor 9,menanyakannya,VERB,O,O
1347,Hadits Muslim Nomor 9,dan,CONJ,O,O
1348,Hadits Muslim Nomor 9,membenarkannya,NOUN,O,O
1349,Hadits Muslim Nomor 9,',PUNCT,O,O
1350,Hadits Muslim Nomor 9,Dia,PRON,O,O
1351,Hadits Muslim Nomor 9,bertanya,VERB,O,O
1352,Hadits Muslim Nomor 9,lagi,ADV,O,O
1353,Hadits Muslim Nomor 9,',PUNCT,O,O
1354,Hadits Muslim Nomor 9,Kabarkanlah,NOUN,O,O
1355,Hadits Muslim Nomor 9,kepadaku,PROPN,O,O
1356,Hadits Muslim Nomor 9,tentang,ADP,O,O
1357,Hadits Muslim Nomor 9,iman,NOUN,O,O
1358,Hadits Muslim Nomor 9,itu,DET,O,O
1359,Hadits Muslim Nomor 9,?,PUNCT,O,O
1360,Hadits Muslim Nomor 9,',PUNCT,O,O
1361,Hadits Muslim Nomor 9,Beliau,PRON,O,O
1362,Hadits Muslim Nomor 9,menjawab,VERB,O,O
1363,Hadits Muslim Nomor 9,Kamu,NOUN,O,O
1364,Hadits Muslim Nomor 9,beriman,ADJ,O,O
1365,Hadits Muslim Nomor 9,kepada,ADP,O,O
1366,Hadits Muslim Nomor 9,Allah,PROPN,O,O
1367,Hadits Muslim Nomor 9,malaikat,NOUN,O,O
1368,Hadits Muslim Nomor 9,-,PUNCT,O,O
1369,Hadits Muslim Nomor 9,malaikat,NOUN,O,O
1370,Hadits Muslim Nomor 9,-,PUNCT,O,O
1371,Hadits Muslim Nomor 9,Nya,NOUN,O,O
1372,Hadits Muslim Nomor 9,kitab,NOUN,O,O
1373,Hadits Muslim Nomor 9,-,PUNCT,O,O
1374,Hadits Muslim Nomor 9,kitab,NOUN,O,O
1375,Hadits Muslim Nomor 9,-,PUNCT,O,O
1376,Hadits Muslim Nomor 9,Nya,NOUN,O,O
1377,Hadits Muslim Nomor 9,para,DET,O,O
1378,Hadits Muslim Nomor 9,Rasul,NOUN,O,O
1379,Hadits Muslim Nomor 9,-,PUNCT,O,O
1380,Hadits Muslim Nomor 9,Nya,PROPN,O,O
1381,Hadits Muslim Nomor 9,hari,NOUN,O,O
1382,Hadits Muslim Nomor 9,akhir,NOUN,O,O
1383,Hadits Muslim Nomor 9,dan,CONJ,O,O
1384,Hadits Muslim Nomor 9,takdir,NOUN,O,O
1385,Hadits Muslim Nomor 9,baik,ADJ,O,O
1386,Hadits Muslim Nomor 9,dan,CONJ,O,O
1387,Hadits Muslim Nomor 9,buruk,ADJ,O,O
1388,Hadits Muslim Nomor 9,Dia,PRON,O,O
1389,Hadits Muslim Nomor 9,berkata,VERB,O,O
1390,Hadits Muslim Nomor 9,',PUNCT,O,O
1391,Hadits Muslim Nomor 9,Kamu,PROPN,O,O
1392,Hadits Muslim Nomor 9,benar,ADJ,O,O
1393,Hadits Muslim Nomor 9,',PUNCT,O,O
1394,Hadits Muslim Nomor 9,Dia,PRON,O,O
1395,Hadits Muslim Nomor 9,bertanya,VERB,O,O
1396,Hadits Muslim Nomor 9,',PUNCT,O,O
1397,Hadits Muslim Nomor 9,Kabarkanlah,NOUN,O,O
1398,Hadits Muslim Nomor 9,kepadaku,PROPN,O,O
1399,Hadits Muslim Nomor 9,tentang,ADP,O,O
1400,Hadits Muslim Nomor 9,ihsan,NOUN,O,O
1401,Hadits Muslim Nomor 9,itu,DET,O,O
1402,Hadits Muslim Nomor 9,?,PUNCT,O,O
1403,Hadits Muslim Nomor 9,',PUNCT,O,O
1404,Hadits Muslim Nomor 9,Beliau,PRON,O,O
1405,Hadits Muslim Nomor 9,menjawab,VERB,O,O
1406,Hadits Muslim Nomor 9,Kamu,NOUN,O,O
1407,Hadits Muslim Nomor 9,menyembah,VERB,O,O
1408,Hadits Muslim Nomor 9,Allah,PROPN,O,O
1409,Hadits Muslim Nomor 9,seakan,ADV,O,O
1410,Hadits Muslim Nomor 9,-,PUNCT,O,O
1411,Hadits Muslim Nomor 9,akan,ADV,O,O
1412,Hadits Muslim Nomor 9,kamu,PRON,O,O
1413,Hadits Muslim Nomor 9,melihat,VERB,O,O
1414,Hadits Muslim Nomor 9,-,PUNCT,O,O
1415,Hadits Muslim Nomor 9,Nya,NOUN,O,O
1416,Hadits Muslim Nomor 9,maka,CONJ,O,O
1417,Hadits Muslim Nomor 9,jika,CONJ,O,O
1418,Hadits Muslim Nomor 9,kamu,PRON,O,O
1419,Hadits Muslim Nomor 9,tidak,X,O,O
1420,Hadits Muslim Nomor 9,melihat,VERB,O,O
1421,Hadits Muslim Nomor 9,-,PUNCT,O,O
1422,Hadits Muslim Nomor 9,Nya,PROPN,O,O
1423,Hadits Muslim Nomor 9,maka,CONJ,O,O
1424,Hadits Muslim Nomor 9,sesungguhnya,ADV,O,O
1425,Hadits Muslim Nomor 9,Dia,PROPN,O,O
1426,Hadits Muslim Nomor 9,melihatmu,PROPN,O,O
1427,Hadits Muslim Nomor 9,Dia,PRON,O,O
1428,Hadits Muslim Nomor 9,bertanya,VERB,O,O
1429,Hadits Muslim Nomor 9,lagi,ADV,O,O
1430,Hadits Muslim Nomor 9,',PUNCT,O,O
1431,Hadits Muslim Nomor 9,Kapankah,NUM,O,O
1432,Hadits Muslim Nomor 9,hari,NOUN,O,O
1433,Hadits Muslim Nomor 9,akhir,NOUN,O,O
1434,Hadits Muslim Nomor 9,itu,DET,O,O
1435,Hadits Muslim Nomor 9,?,PUNCT,O,O
1436,Hadits Muslim Nomor 9,',PUNCT,O,O
1437,Hadits Muslim Nomor 9,Beliau,PRON,O,O
1438,Hadits Muslim Nomor 9,menjawab,VERB,O,O
1439,Hadits Muslim Nomor 9,Tidaklah,NOUN,O,O
1440,Hadits Muslim Nomor 9,orang,NOUN,O,O
1441,Hadits Muslim Nomor 9,yang,PRON,O,O
1442,Hadits Muslim Nomor 9,ditanya,VERB,O,O
1443,Hadits Muslim Nomor 9,itu,DET,O,O
1444,Hadits Muslim Nomor 9,lebih,ADV,O,O
1445,Hadits Muslim Nomor 9,mengetahui,VERB,O,O
1446,Hadits Muslim Nomor 9,daripada,ADP,O,O
1447,Hadits Muslim Nomor 9,orang,NOUN,O,O
1448,Hadits Muslim Nomor 9,yang,PRON,O,O
1449,Hadits Muslim Nomor 9,bertanya,VERB,O,O
1450,Hadits Muslim Nomor 9,Dia,PRON,O,O
1451,Hadits Muslim Nomor 9,bertanya,VERB,O,O
1452,Hadits Muslim Nomor 9,',PUNCT,O,O
1453,Hadits Muslim Nomor 9,Lalu,CONJ,O,O
1454,Hadits Muslim Nomor 9,kabarkanlah,PROPN,O,O
1455,Hadits Muslim Nomor 9,kepadaku,NOUN,O,O
1456,Hadits Muslim Nomor 9,tentang,ADP,O,O
1457,Hadits Muslim Nomor 9,tanda,NOUN,O,O
1458,Hadits Muslim Nomor 9,-,PUNCT,O,O
1459,Hadits Muslim Nomor 9,tandanya,NOUN,O,O
1460,Hadits Muslim Nomor 9,?,PUNCT,O,O
1461,Hadits Muslim Nomor 9,',PUNCT,O,O
1462,Hadits Muslim Nomor 9,Beliau,PRON,O,O
1463,Hadits Muslim Nomor 9,menjawab,VERB,O,O
1464,Hadits Muslim Nomor 9,Apabila,ADV,O,O
1465,Hadits Muslim Nomor 9,seorang,DET,O,O
1466,Hadits Muslim Nomor 9,budak,NOUN,O,O
1467,Hadits Muslim Nomor 9,melahirkan,VERB,O,O
1468,Hadits Muslim Nomor 9,anak,NOUN,O,O
1469,Hadits Muslim Nomor 9,tuan,NOUN,O,O
1470,Hadits Muslim Nomor 9,-,PUNCT,O,O
1471,Hadits Muslim Nomor 9,Nya,NOUN,O,O
1472,Hadits Muslim Nomor 9,dan,CONJ,O,O
1473,Hadits Muslim Nomor 9,kamu,PRON,O,O
1474,Hadits Muslim Nomor 9,melihat,VERB,O,O
1475,Hadits Muslim Nomor 9,orang,NOUN,O,O
1476,Hadits Muslim Nomor 9,yang,PRON,O,O
1477,Hadits Muslim Nomor 9,tidak,X,O,O
1478,Hadits Muslim Nomor 9,beralas,VERB,O,O
1479,Hadits Muslim Nomor 9,kaki,NOUN,O,O
1480,Hadits Muslim Nomor 9,telanjang,ADJ,O,O
1481,Hadits Muslim Nomor 9,miskin,ADJ,O,O
1482,Hadits Muslim Nomor 9,penggembala,NOUN,O,O
1483,Hadits Muslim Nomor 9,kambing,NOUN,O,O
1484,Hadits Muslim Nomor 9,namun,CONJ,O,O
1485,Hadits Muslim Nomor 9,bermegah,PROPN,O,O
1486,Hadits Muslim Nomor 9,-,PUNCT,O,O
1487,Hadits Muslim Nomor 9,megahan,NOUN,O,O
1488,Hadits Muslim Nomor 9,dalam,ADP,O,O
1489,Hadits Muslim Nomor 9,membangun,VERB,O,O
1490,Hadits Muslim Nomor 9,bangunan,NOUN,O,O
1491,Hadits Muslim Nomor 9,Kemudian,ADV,O,O
1492,Hadits Muslim Nomor 9,dia,PRON,O,O
1493,Hadits Muslim Nomor 9,bertolak,VERB,O,O
1494,Hadits Muslim Nomor 9,pergi,VERB,O,O
1495,Hadits Muslim Nomor 9,Maka,CONJ,O,O
1496,Hadits Muslim Nomor 9,aku,PRON,O,O
1497,Hadits Muslim Nomor 9,tetap,ADV,O,O
1498,Hadits Muslim Nomor 9,saja,ADV,O,O
1499,Hadits Muslim Nomor 9,heran,VERB,O,O
1500,Hadits Muslim Nomor 9,kemudian,ADV,O,O
